query,doc_url,language,relevant,annotator
unemployment in Bangladesh,https://www.banglatribune.com/sport/football/930411/%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%82%E0%A6%95%E0%A6%95%E0%A7%87-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6-%E0%A6%A6%E0%A6%B2-%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87-%E0%A6%B8%E0%A6%B9-%E0%A6%85%E0%A6%A7%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A7%9F%E0%A6%95%E0%A6%95%E0%A7%87-%E0%A6%AC%E0%A6%B9%E0%A6%BF%E0%A6%B7%E0%A7%8D%E0%A6%95%E0%A6%BE%E0%A6%B0-%C2%A0,bn,no,Maroof Ahmed
Bangladesh interim government reforms,https://www.newagebd.net/post/country/287992/reforms-largely-fail-tib,en,yes,Maroof Ahmed
Bangladesh interim government reforms,https://www.newagebd.net/post/country/288543/government-clarifies-professor-yunus-support-for-yes-vote,en,yes,Maroof Ahmed
Bangladesh interim government reforms,https://dailynewnation.com/news/797599/,en,yes,Maroof Ahmed
Bangladesh interim government reforms,https://www.prothomalo.com/education/campus/m8lq39p8i5,bn,no,Maroof Ahmed
Bangladesh interim government reforms,https://www.prothomalo.com/bangladesh/vxgrujidwf,bn,yes,Maroof Ahmed
Bangladesh interim government reforms,https://www.prothomalo.com/business/industry/l2fn5if5ok,bn,yes,Maroof Ahmed
Bangladesh interim government reforms,https://www.thedailystar.net/opinion/geopolitical-insights/news/bangladesh-and-indias-new-strategic-dilemma-3930346,en,yes,Maroof Ahmed
Bangladesh interim government reforms,https://www.prothomalo.com/world/india/4i0mtbt177,bn,no,Maroof Ahmed
Bangladesh interim government reforms,https://www.prothomalo.com/bangladesh/wjzixntnul,bn,yes,Maroof Ahmed
Bangladesh interim government reforms,https://www.newagebd.net/post/politics/287678/law-order-concerns-bnp,en,yes,Maroof Ahmed
Rohingya refugee crisis in Bangladesh,https://www.prothomalo.com/bangladesh/district/6o4nzmgzb1,bn,yes,Maroof Ahmed
Rohingya refugee crisis in Bangladesh,https://www.prothomalo.com/world/asia/qy9u2gdvah,bn,yes,Maroof Ahmed
Rohingya refugee crisis in Bangladesh,https://www.prothomalo.com/world/asia/mc4amur5v3,bn,yes,Maroof Ahmed
Rohingya refugee crisis in Bangladesh,https://www.prothomalo.com/world/asia/lro4gp1agv,bn,yes,Maroof Ahmed
Rohingya refugee crisis in Bangladesh,https://www.newagebd.net/post/south-asia/287993/rohingyas-targeted-for-destruction-gambia,en,yes,Maroof Ahmed
Rohingya refugee crisis in Bangladesh,https://www.dhakatribune.com/world/south-asia/401143/myanmar-denies-genocide-calls-rohingya-crackdown,en,yes,Maroof Ahmed
Rohingya refugee crisis in Bangladesh,https://www.newagebd.net/post/south-asia/288217/icj-genocide-case-flawed-and-unfounded-myanmar-govt,en,yes,Maroof Ahmed
Rohingya refugee crisis in Bangladesh,https://dailynewnation.com/news/797366/,en,yes,Maroof Ahmed
Rohingya refugee crisis in Bangladesh,https://www.newagebd.net/post/editorial/287983/dhaka-should-step-up-efforts-on-myanmars-border-breach,en,yes,Maroof Ahmed
Rohingya refugee crisis in Bangladesh,https://www.prothomalo.com/bangladesh/district/nr806bvdw7,bn,yes,Maroof Ahmed
Bangladesh earthquake preparedness,https://www.newagebd.net/post/country/287227/mild-earthquake-jolts-sylhet-early-monday,en,yes,Maroof Ahmed
Bangladesh earthquake preparedness,https://bangla.bdnews24.com/world/db74eb4b941f,bn,no,Maroof Ahmed
Bangladesh earthquake preparedness,https://www.prothomalo.com/opinion/column/46uhvyzhqx,bn,no,Maroof Ahmed
Bangladesh earthquake preparedness,https://www.prothomalo.com/business/economics/iml2xrss0q,bn,no,Maroof Ahmed
Bangladesh earthquake preparedness,https://www.dhakapost.com/economy/424856,bn,no,Maroof Ahmed
Bangladesh earthquake preparedness,https://nagorik.prothomalo.com/reader/wtmgatzr6x,bn,no,Maroof Ahmed
Bangladesh earthquake preparedness,https://www.prothomalo.com/world/k04n7egit7,bn,no,Maroof Ahmed
Bangladesh earthquake preparedness,https://www.prothomalo.com/bangladesh/lghfskb3jq,bn,no,Maroof Ahmed
Bangladesh earthquake preparedness,https://www.prothomalo.com/sports/football/79bdgfd6nl,bn,no,Maroof Ahmed
Bangladesh earthquake preparedness,https://www.prothomalo.com/education/examination/7jsvz8hiug,bn,no,Maroof Ahmed
Bangladesh garment worker heat stress,https://www.prothomalo.com/bangladesh/district/e8ybx8vquu,bn,yes,Maroof Ahmed
Bangladesh garment worker heat stress,https://www.prothomalo.com/bangladesh/district/wvcrk720ny,bn,yes,Maroof Ahmed
Bangladesh garment worker heat stress,https://www.prothomalo.com/business/industry/l2fn5if5ok,bn,no,Maroof Ahmed
Bangladesh garment worker heat stress,https://www.prothomalo.com/opinion/editorial/x14pnoc37p,bn,yes,Maroof Ahmed
Bangladesh garment worker heat stress,https://www.prothomalo.com/bangladesh/district/hih4vwpdev,bn,no,Maroof Ahmed
Bangladesh garment worker heat stress,https://www.prothomalo.com/bangladesh/lfewo574f0,bn,no,Maroof Ahmed
Bangladesh garment worker heat stress,https://www.prothomalo.com/bangladesh/district/9hidu28w5t,bn,no,Maroof Ahmed
Bangladesh garment worker heat stress,https://www.prothomalo.com/lifestyle/health/jxhyqp498y,bn,no,Maroof Ahmed
Bangladesh garment worker heat stress,https://www.prothomalo.com/photo/bangladesh/k3t3ix7elw,bn,no,Maroof Ahmed
Bangladesh garment worker heat stress,https://www.thedailystar.net/news/govt-moves-curb-yarn-imports-rmg-exporters-unhappy-4084521,en,yes,Maroof Ahmed
Bangladesh T20 World Cup security concerns,https://www.newagebd.net/post/cricket/287425/icc-willing-to-address-concerns-about-playing-t20-world-cup-in-india-bcb-,en,yes,Maroof Ahmed
Bangladesh T20 World Cup security concerns,https://www.newagebd.net/post/Cricket/287153/t20-wc-bangladesh-wont-travel-to-india,en,yes,Maroof Ahmed
Bangladesh T20 World Cup security concerns,https://www.dhakatribune.com/sport/cricket/401287/pcb-backs-bangladesh-may-rethink-t20-world-cup,en,yes,Maroof Ahmed
Bangladesh T20 World Cup security concerns,https://www.thedailystar.net/sports/cricket/news/pcb-reportedly-freezes-plans-following-bangladesh-stance-4084886,en,yes,Maroof Ahmed
Bangladesh T20 World Cup security concerns,https://www.dhakatribune.com/sport/cricket/401241/bcb-reiterates-request-to-move-t20-world-cup,en,yes,Maroof Ahmed
Bangladesh T20 World Cup security concerns,https://www.dhakapost.com/sports/424956,bn,yes,Maroof Ahmed
Bangladesh T20 World Cup security concerns,https://www.dhakatribune.com/sport/cricket/401223/u-19-world-cup-bangladesh-india-captains-avoid,en,yes,Maroof Ahmed
Bangladesh T20 World Cup security concerns,https://www.daily-sun.com/sports/852667/pakistan-halt-world-cup-prep-amid-bangladesh-standoff,en,yes,Maroof Ahmed
Bangladesh T20 World Cup security concerns,https://www.dhakatribune.com/opinion/op-ed/401248/when-the-pitch-becomes-a-powder-keg,en,yes,Maroof Ahmed
Bangladesh T20 World Cup security concerns,https://www.prothomalo.com/sports/cricket/w3ewmq0kgq,bn,yes,Maroof Ahmed
Bangladesh quantum computing research,https://www.thedailystar.net/opinion/views/tribute/news/remembering-satyendra-nath-bose-3801441,en,no,Maroof Ahmed
Bangladesh quantum computing research,https://www.prothomalo.com/education/scholarship/w7xl659bh3,bn,no,Maroof Ahmed
Bangladesh quantum computing research,https://www.prothomalo.com/technology/artificial-intelligence/5i3wujujb1,bn,no,Maroof Ahmed
Bangladesh quantum computing research,https://www.prothomalo.com/education/915yxaetu4,bn,no,Maroof Ahmed
Bangladesh quantum computing research,https://www.prothomalo.com/bangladesh/district/hy0sg3ajt1,bn,no,Maroof Ahmed
Bangladesh quantum computing research,https://www.newagebd.net/post/opinion/288284/expectations-and-research-imperative,en,no,Maroof Ahmed
Bangladesh quantum computing research,https://www.daily-sun.com/bangladesh/852503/koica-launches-nursing-education-and-research-capacity-project-in-bangladesh,en,no,Maroof Ahmed
Bangladesh quantum computing research,https://www.prothomalo.com/technology/science/g2a4omq0az,bn,no,Maroof Ahmed
Bangladesh quantum computing research,https://www.prothomalo.com/technology/artificial-intelligence/ft0rqi0q78,bn,no,Maroof Ahmed
Bangladesh quantum computing research,https://www.prothomalo.com/bangladesh/xgddyzwdti,bn,no,Maroof Ahmed
